idade,estado_civil,dia_da_semana,duracao,qtd_contatos_campanha,qtd_contatos_total,resultado,outlier
48,divorciado,sex,215,2,0,nao,0
39,casado,sex,216,1,0,nao,0
35,casado,sex,418,3,0,nao,0
32,solteiro,sex,361,1,0,nao,0
32,casado,sex,926,1,0,nao,1
34,casado,sex,116,2,0,nao,0
41,casado,sex,150,6,0,nao,0
32,divorciado,sex,228,2,0,nao,0
38,casado,sex,411,3,0,nao,0
41,divorciado,sex,253,2,0,nao,0
27,solteiro,sex,144,2,0,nao,0
57,casado,sex,248,2,0,nao,0
37,casado,sex,138,6,0,nao,0
54,solteiro,sex,824,2,0,nao,1
43,casado,sex,345,3,0,nao,0
44,casado,sex,147,42,0,nao,0
37,solteiro,sex,773,2,0,nao,1
37,casado,sex,574,5,0,nao,0
50,divorciado,sex,122,6,0,nao,0
41,casado,sex,193,2,0,nao,0
46,casado,sex,138,1,0,nao,0
32,casado,sex,343,4,0,nao,0
31,solteiro,sex,111,1,0,nao,0
40,casado,sex,166,1,0,nao,0
43,casado,sex,469,2,0,nao,0
44,casado,sex,189,2,0,nao,0
41,casado,sex,106,6,0,nao,0
32,casado,sex,165,3,0,nao,0
49,casado,sex,178,1,0,nao,0
31,casado,sex,364,2,0,nao,0
46,casado,sex,185,4,0,nao,0
38,casado,sex,224,4,0,nao,0
27,casado,sex,187,1,0,nao,0
31,casado,sex,451,4,0,nao,0
47,casado,sex,226,2,0,nao,0
39,solteiro,sex,128,2,0,nao,0
37,divorciado,sex,301,2,0,nao,0
52,casado,sex,97,1,0,nao,0
49,divorciado,sex,24,1,0,nao,0
39,casado,sex,232,1,0,nao,0
50,casado,sex,893,3,0,sim,1
49,solteiro,sex,201,3,0,nao,0
39,casado,sex,83,2,0,nao,0
35,casado,sex,339,2,0,nao,0
28,casado,sex,478,2,0,nao,0
40,casado,sex,13,5,0,nao,0
40,casado,sex,242,3,0,nao,0
53,solteiro,sex,55,4,0,nao,0
49,casado,sex,281,27,0,nao,0
55,casado,sex,210,1,0,nao,0
36,solteiro,sex,423,2,0,nao,0
45,casado,sex,200,1,0,nao,0
36,casado,sex,109,2,0,nao,0
46,casado,sex,233,2,0,nao,0
49,casado,sex,133,2,0,nao,0
48,divorciado,sex,209,3,0,nao,0
49,divorciado,sex,114,4,0,nao,0
49,casado,sex,319,2,0,nao,0
32,solteiro,sex,588,3,0,sim,0
25,casado,sex,274,2,0,nao,0
26,casado,sex,353,2,0,nao,0
33,casado,sex,83,3,0,nao,0
37,solteiro,sex,123,2,0,nao,0
53,divorciado,sex,327,2,0,nao,0
38,casado,sex,167,4,0,nao,0
42,casado,sex,89,4,0,nao,0
48,casado,sex,34,3,0,nao,0
51,casado,sex,208,2,0,nao,0
40,divorciado,sex,117,2,0,nao,0
51,casado,sex,304,2,0,nao,0
35,casado,sex,82,7,0,nao,0
45,casado,sex,131,1,0,nao,0
35,casado,sex,25,14,0,nao,0
51,casado,sex,76,4,0,nao,0
33,solteiro,sex,777,2,0,sim,1
37,solteiro,sex,147,1,0,nao,0
34,casado,sex,243,1,0,nao,0
44,casado,sex,124,2,0,nao,0
53,casado,sex,199,2,0,nao,0
40,casado,sex,488,1,0,nao,0
40,divorciado,sex,157,1,0,nao,0
32,solteiro,sex,700,3,0,nao,1
58,casado,sex,281,1,0,nao,0
41,divorciado,sex,211,3,0,nao,0
35,solteiro,sex,160,3,0,nao,0
47,casado,sex,138,6,0,nao,0
52,casado,sex,553,2,0,nao,0
33,solteiro,sex,92,1,0,nao,0
34,casado,sex,247,1,0,nao,0
38,casado,sex,50,3,0,nao,0
48,casado,sex,253,1,0,nao,0
38,solteiro,sex,153,4,0,nao,0
40,casado,sex,241,2,0,nao,0
26,solteiro,sex,211,4,0,nao,0
42,casado,sex,493,2,0,nao,0
60,casado,sex,597,6,0,sim,0
35,solteiro,sex,107,2,0,nao,0
59,casado,sex,1438,2,0,nao,1
43,casado,sex,172,3,0,nao,0
33,casado,sex,159,3,0,nao,0
47,divorciado,sex,29,3,0,nao,0
30,solteiro,sex,76,2,0,nao,0
35,casado,sex,185,4,0,nao,0
31,solteiro,sex,569,3,0,nao,0
45,casado,sex,333,2,0,nao,0
33,casado,sex,95,4,0,nao,0
60,casado,sex,557,2,0,nao,0
46,casado,sex,160,3,0,nao,0
31,divorciado,sex,209,3,0,nao,0
56,casado,sex,335,3,0,nao,0
28,solteiro,sex,372,3,0,nao,0
29,solteiro,sex,92,3,0,nao,0
26,solteiro,sex,277,2,0,nao,0
35,casado,sex,178,2,0,nao,0
54,solteiro,sex,85,2,0,nao,0
43,casado,sex,95,12,0,nao,0
46,casado,sex,134,10,0,nao,0
37,solteiro,sex,138,4,0,nao,0
28,casado,sex,63,2,0,nao,0
30,casado,sex,67,13,0,nao,0
36,casado,sex,77,3,0,nao,0
50,casado,sex,292,2,0,nao,0
37,casado,sex,57,5,0,nao,0
28,casado,sex,38,11,0,nao,0
52,casado,sex,151,9,0,nao,0
37,solteiro,sex,331,3,0,nao,0
46,casado,sex,1392,2,0,sim,1
27,casado,sex,100,4,0,nao,0
44,casado,sex,358,2,0,nao,0
31,casado,sex,298,3,0,nao,0
34,casado,sex,181,16,0,nao,0
56,divorciado,sex,188,6,0,nao,0
51,casado,sex,368,5,0,nao,0
36,casado,sex,203,5,0,nao,0
39,casado,sex,61,2,0,nao,0
37,casado,sex,297,2,0,nao,0
48,divorciado,sex,219,2,0,nao,0
55,casado,sex,129,6,0,nao,0
34,solteiro,sex,247,3,0,nao,0
33,casado,sex,266,2,0,nao,0
32,casado,sex,559,3,0,nao,0
35,casado,sex,162,3,0,nao,0
39,casado,sex,75,3,0,nao,0
32,casado,sex,82,3,0,nao,0
36,casado,sex,352,2,0,nao,0
51,casado,sex,204,4,0,nao,0
39,solteiro,sex,1059,5,0,sim,1
42,casado,sex,248,4,0,nao,0
49,divorciado,sex,82,2,0,nao,0
32,divorciado,sex,259,2,0,nao,0
43,casado,sex,703,2,0,nao,1
31,divorciado,sex,100,4,0,nao,0
25,casado,sex,348,2,0,nao,0
39,casado,sex,430,6,0,sim,0
49,casado,sex,146,6,0,nao,0
53,divorciado,sex,34,2,0,nao,0
26,solteiro,sex,297,3,0,nao,0
41,casado,sex,22,2,0,nao,0
39,divorciado,sex,106,3,0,nao,0
33,divorciado,sex,465,4,0,nao,0
45,casado,sex,104,5,0,nao,0
56,casado,sex,213,4,0,nao,0
39,casado,sex,74,4,0,nao,0
30,solteiro,sex,245,4,0,nao,0
28,solteiro,sex,252,5,0,nao,0
50,casado,sex,317,4,0,nao,0
44,casado,sex,93,8,0,nao,0
55,casado,sex,116,5,0,nao,0
31,solteiro,sex,386,2,0,nao,0
40,casado,sex,283,11,0,nao,0
44,casado,sex,146,4,0,nao,0
27,casado,sex,215,4,0,nao,0
56,casado,sex,90,3,0,nao,0
35,casado,sex,260,3,0,nao,0
31,divorciado,sex,267,4,0,nao,0
47,casado,sex,107,3,0,nao,0
30,divorciado,sex,164,3,0,nao,0
37,casado,sex,427,2,0,nao,0
36,solteiro,sex,1222,5,0,nao,1
33,solteiro,sex,426,9,0,nao,0
38,casado,sex,456,4,0,nao,0
29,casado,sex,40,7,0,nao,0
46,solteiro,sex,105,4,0,nao,0
50,casado,sex,98,17,0,nao,0
57,casado,sex,27,7,0,nao,0
34,casado,sex,137,3,0,nao,0
33,casado,sex,100,4,0,nao,0
49,casado,sex,1034,9,0,nao,1
43,solteiro,sex,320,3,0,nao,0
32,casado,sex,159,3,0,nao,0
38,solteiro,sex,353,2,0,nao,0
38,solteiro,sex,331,6,0,nao,0
37,solteiro,sex,159,5,0,nao,0
28,casado,seg,52,3,0,nao,0
42,casado,seg,117,2,0,nao,0
35,casado,seg,85,2,0,nao,0
49,casado,seg,146,6,0,nao,0
59,casado,seg,49,1,0,nao,0
30,casado,seg,260,5,0,nao,0
35,casado,seg,60,3,0,nao,0
35,casado,seg,193,1,0,nao,0
40,casado,seg,373,2,0,nao,0
42,casado,seg,336,1,0,nao,0
51,casado,seg,200,2,0,nao,0
49,solteiro,seg,501,2,0,nao,0
48,solteiro,seg,80,1,0,nao,0
46,casado,seg,299,1,0,nao,0
29,solteiro,seg,207,1,0,nao,0
44,casado,seg,125,1,0,nao,0
41,casado,seg,237,1,0,nao,0
28,casado,seg,185,5,0,nao,0
42,solteiro,seg,224,1,0,nao,0
38,casado,seg,183,1,0,nao,0
41,divorciado,seg,63,1,0,nao,0
43,casado,seg,312,1,0,nao,0
57,solteiro,seg,188,1,0,nao,0
47,casado,seg,897,5,0,nao,1
47,divorciado,seg,168,1,0,nao,0
42,casado,seg,322,1,0,nao,0
52,casado,seg,317,1,0,nao,0
33,casado,seg,511,1,0,nao,0
35,casado,seg,155,1,0,nao,0
26,casado,seg,161,3,0,nao,0
35,casado,seg,368,6,0,nao,0
39,casado,seg,247,1,0,nao,0
46,casado,seg,88,1,0,nao,0
46,casado,seg,140,1,0,nao,0
48,casado,seg,31,1,0,nao,0
52,divorciado,seg,142,3,0,nao,0
47,casado,seg,118,1,0,nao,0
44,solteiro,seg,158,7,0,nao,0
36,solteiro,seg,129,3,0,nao,0
48,divorciado,seg,136,2,0,nao,0
30,casado,seg,122,4,0,nao,0
28,casado,seg,120,2,0,nao,0
41,casado,seg,180,2,0,nao,0
45,casado,seg,702,4,0,nao,1
32,solteiro,seg,329,1,0,nao,0
42,casado,seg,204,1,0,nao,0
41,casado,seg,120,1,0,nao,0
44,casado,seg,181,1,0,nao,0
44,casado,seg,19,17,0,nao,0
32,divorciado,seg,460,1,0,nao,0
55,casado,seg,437,1,0,nao,0
33,casado,seg,76,2,0,nao,0
42,casado,seg,226,1,0,nao,0
42,solteiro,seg,422,5,0,nao,0
32,casado,seg,109,1,0,nao,0
31,casado,seg,219,1,0,nao,0
48,casado,seg,41,2,0,nao,0
41,casado,seg,581,1,0,nao,0
50,divorciado,seg,131,2,0,nao,0
42,casado,seg,50,2,0,nao,0
42,divorciado,seg,130,1,0,nao,0
47,casado,seg,194,1,0,nao,0
36,casado,seg,165,1,0,nao,0
34,casado,seg,80,1,0,nao,0
27,casado,seg,470,1,0,nao,0
44,casado,seg,281,1,0,nao,0
44,casado,seg,391,1,0,nao,0
56,casado,seg,24,1,0,nao,0
33,solteiro,seg,788,11,0,sim,1
38,casado,seg,210,1,0,nao,0
28,casado,seg,367,4,0,nao,0
39,casado,seg,107,2,0,nao,0
52,casado,seg,228,1,0,nao,0
51,divorciado,seg,135,1,0,nao,0
38,casado,seg,85,1,0,nao,0
39,divorciado,seg,290,2,0,nao,0
43,casado,seg,153,1,0,nao,0
41,solteiro,seg,76,1,0,nao,0
41,solteiro,seg,111,1,0,nao,0
41,solteiro,seg,168,1,0,nao,0
44,casado,seg,109,1,0,nao,0
44,casado,seg,219,1,0,nao,0
39,casado,seg,14,32,0,nao,0
46,casado,seg,285,1,0,nao,0
36,casado,seg,262,1,0,nao,0
44,casado,seg,96,2,0,nao,0
45,casado,seg,166,2,0,nao,0
47,divorciado,seg,208,2,0,nao,0
44,casado,seg,483,1,0,nao,0
44,divorciado,seg,129,1,0,nao,0
42,casado,seg,130,1,0,nao,0
44,casado,seg,754,1,0,nao,1
59,divorciado,seg,113,1,0,nao,0
42,casado,seg,364,1,0,nao,0
32,solteiro,seg,258,1,0,nao,0
36,casado,seg,227,1,0,nao,0
42,casado,seg,266,3,0,nao,0
49,casado,seg,232,1,0,nao,0
37,casado,seg,172,1,0,nao,0
45,casado,seg,164,1,0,nao,0
54,divorciado,seg,167,1,0,nao,0
46,casado,seg,103,1,0,nao,0
39,solteiro,seg,168,1,0,nao,0
39,casado,seg,297,1,0,nao,0
48,solteiro,seg,317,1,0,nao,0
35,solteiro,seg,388,1,0,nao,0
41,casado,seg,62,1,0,nao,0
53,casado,seg,142,1,0,nao,0
37,casado,seg,63,1,0,nao,0
49,casado,seg,212,1,0,nao,0
37,casado,seg,149,1,0,nao,0
40,casado,seg,161,3,0,nao,0
34,casado,seg,165,2,0,nao,0
41,solteiro,seg,369,1,0,nao,0
38,casado,seg,170,2,0,nao,0
43,divorciado,seg,974,1,0,nao,1
51,casado,seg,167,1,0,nao,0
37,casado,seg,74,1,0,nao,0
33,casado,seg,96,1,0,nao,0
45,casado,seg,223,1,0,nao,0
30,solteiro,seg,140,2,0,nao,0
51,casado,seg,396,1,0,nao,0
24,casado,seg,61,1,0,nao,0
26,solteiro,seg,252,1,0,nao,0
56,casado,seg,379,1,0,nao,0
39,casado,seg,374,1,0,nao,0
37,casado,seg,351,1,0,nao,0
32,casado,seg,262,2,0,nao,0
38,casado,seg,206,1,0,nao,0
50,casado,seg,248,1,0,nao,0
45,divorciado,seg,166,12,0,nao,0
56,casado,seg,621,4,0,sim,1
45,casado,seg,367,2,0,nao,0
35,casado,seg,116,1,0,nao,0
46,divorciado,seg,115,1,0,nao,0
40,casado,seg,61,1,0,nao,0
40,casado,seg,142,1,0,nao,0
58,solteiro,seg,543,2,0,sim,0
50,casado,seg,133,1,0,nao,0
44,solteiro,seg,52,1,0,nao,0
40,casado,seg,377,1,0,nao,0
43,casado,seg,77,1,0,nao,0
28,solteiro,seg,200,1,0,nao,0
37,casado,seg,296,1,0,nao,0
30,casado,seg,144,1,0,nao,0
36,casado,seg,473,5,0,nao,0
29,casado,seg,90,4,0,nao,0
44,divorciado,seg,470,1,0,nao,0
30,casado,seg,302,1,0,nao,0
26,divorciado,seg,81,8,0,nao,0
43,solteiro,seg,225,1,0,nao,0
29,casado,seg,252,2,0,nao,0
34,divorciado,seg,202,2,0,nao,0
47,casado,seg,68,1,0,nao,0
44,solteiro,seg,745,4,0,sim,1
39,solteiro,seg,247,1,0,nao,0
29,solteiro,seg,630,1,0,sim,1
32,solteiro,seg,16,11,0,nao,0
41,casado,seg,863,1,0,nao,1
36,casado,seg,131,4,0,nao,0
38,casado,seg,265,9,0,nao,0
39,casado,seg,104,1,0,nao,0
57,casado,seg,80,2,0,nao,0
36,solteiro,seg,90,2,0,nao,0
44,casado,seg,592,4,0,nao,0
36,casado,seg,85,1,0,nao,0
24,casado,seg,153,3,0,nao,0
48,casado,seg,207,2,0,nao,0
44,solteiro,seg,440,1,0,nao,0
35,solteiro,seg,127,1,0,nao,0
41,casado,seg,679,2,0,sim,1
38,divorciado,seg,204,1,0,nao,0
47,casado,seg,269,1,0,nao,0
40,solteiro,seg,190,2,0,nao,0
30,solteiro,seg,144,3,0,nao,0
32,solteiro,seg,112,1,0,nao,0
53,casado,seg,107,1,0,nao,0
26,solteiro,seg,130,1,0,nao,0
56,casado,seg,167,3,0,nao,0
30,casado,seg,314,2,0,nao,0
56,casado,seg,77,1,0,nao,0
38,casado,seg,407,2,0,nao,0
56,casado,seg,136,1,0,nao,0
35,casado,seg,293,1,0,nao,0
34,casado,seg,97,3,0,nao,0
35,solteiro,seg,145,1,0,nao,0
47,casado,seg,162,2,0,nao,0
42,casado,seg,105,1,0,nao,0
54,casado,seg,596,1,0,nao,0
43,casado,seg,134,1,0,nao,0
28,solteiro,seg,108,1,0,nao,0
31,casado,seg,161,1,0,nao,0
44,solteiro,seg,65,1,0,nao,0
59,casado,seg,188,1,0,nao,0
58,casado,seg,312,1,0,nao,0
31,solteiro,seg,237,1,0,nao,0
37,casado,seg,130,1,0,nao,0
52,divorciado,seg,314,2,0,nao,0
36,casado,seg,175,2,0,nao,0
31,solteiro,seg,87,2,0,nao,0
30,casado,seg,123,14,0,nao,0
31,casado,seg,157,5,0,nao,0
41,casado,seg,204,2,0,nao,0
41,casado,seg,150,2,0,nao,0
41,divorciado,seg,240,2,0,nao,0
26,solteiro,seg,109,7,0,nao,0
38,solteiro,seg,243,6,0,nao,0
44,casado,seg,536,1,0,nao,0
28,solteiro,seg,120,1,0,nao,0
29,casado,seg,182,5,0,nao,0
24,solteiro,seg,70,3,0,nao,0
51,solteiro,seg,45,4,0,nao,0
35,casado,seg,280,3,0,nao,0
50,casado,seg,215,2,0,nao,0
33,divorciado,seg,147,3,0,nao,0
57,divorciado,seg,222,2,0,nao,0
28,solteiro,seg,404,1,0,nao,0
58,solteiro,seg,1234,3,0,sim,1
50,solteiro,seg,306,3,0,nao,0
57,casado,seg,506,2,0,nao,0
30,solteiro,seg,255,1,0,nao,0
48,divorciado,seg,252,2,0,nao,0
43,casado,seg,127,2,0,nao,0
39,solteiro,seg,140,2,0,nao,0
39,casado,seg,200,2,0,nao,0
43,casado,seg,642,2,0,sim,1
43,solteiro,seg,181,2,0,nao,0
36,casado,seg,127,2,0,nao,0
29,solteiro,seg,171,1,0,nao,0
33,solteiro,seg,916,2,0,nao,1
31,casado,seg,629,2,0,nao,1
43,casado,seg,155,6,0,nao,0
46,casado,seg,290,2,0,nao,0
45,casado,seg,159,3,0,nao,0
30,casado,seg,111,1,0,nao,0
41,casado,seg,729,2,0,nao,1
30,casado,seg,434,4,0,nao,0
46,solteiro,seg,218,2,0,nao,0
43,divorciado,seg,250,3,0,nao,0
49,casado,seg,107,3,0,nao,0
38,solteiro,seg,272,6,0,nao,0
58,casado,seg,574,3,0,nao,0
33,casado,seg,89,3,0,nao,0
33,divorciado,seg,133,3,0,nao,0
31,solteiro,seg,114,3,0,nao,0
39,casado,seg,175,3,0,nao,0
30,casado,seg,257,3,0,nao,0
58,casado,seg,268,3,0,nao,0
35,casado,seg,208,3,0,nao,0
41,casado,seg,895,4,0,sim,1
30,solteiro,seg,225,1,0,nao,0
57,casado,seg,327,1,0,nao,0
34,casado,seg,99,3,0,nao,0
30,solteiro,seg,293,4,0,nao,0
40,casado,seg,68,3,0,nao,0
37,casado,seg,124,2,0,nao,0
41,solteiro,seg,519,2,0,nao,0
40,casado,seg,150,1,0,nao,0
42,solteiro,seg,504,2,0,nao,0
42,casado,seg,175,1,0,nao,0
44,casado,seg,289,1,0,nao,0
41,casado,seg,16,1,0,nao,0
31,casado,seg,100,8,0,nao,0
29,solteiro,seg,321,1,0,nao,0
41,casado,seg,239,3,0,nao,0
33,casado,seg,614,2,0,nao,1
37,solteiro,seg,248,2,0,nao,0
27,solteiro,seg,93,2,0,nao,0
35,solteiro,seg,355,2,0,nao,0
31,solteiro,seg,177,1,0,nao,0
37,casado,seg,245,3,0,nao,0
48,casado,seg,121,1,0,nao,0
37,solteiro,seg,192,6,0,nao,0
33,divorciado,seg,110,2,0,nao,0
40,casado,seg,160,3,0,nao,0
29,casado,seg,249,2,0,nao,0
47,casado,seg,147,1,0,nao,0
47,casado,seg,16,1,0,nao,0
38,casado,seg,240,1,0,nao,0
35,casado,seg,131,1,0,nao,0
27,casado,seg,115,2,0,nao,0
35,casado,seg,349,2,0,nao,0
35,casado,seg,114,2,0,nao,0
38,casado,seg,445,2,0,nao,0
46,divorciado,seg,144,3,0,nao,0
35,casado,seg,341,12,0,nao,0
41,casado,seg,796,1,0,nao,1
51,casado,seg,76,3,0,nao,0
47,casado,seg,126,2,0,nao,0
28,solteiro,seg,101,2,0,nao,0
35,casado,seg,91,2,0,nao,0
34,solteiro,seg,52,3,0,nao,0
25,solteiro,seg,78,2,0,nao,0
33,solteiro,seg,471,1,0,nao,0
59,casado,seg,724,1,0,nao,1
51,casado,seg,99,1,0,nao,0
27,casado,seg,293,1,0,nao,0
33,casado,seg,333,1,0,nao,0
39,casado,seg,431,2,0,sim,0
38,casado,seg,523,2,0,nao,0
46,casado,seg,470,2,0,nao,0
35,divorciado,seg,695,4,0,nao,1
25,casado,seg,741,6,0,sim,1
50,casado,seg,151,3,0,nao,0
36,casado,seg,135,2,0,nao,0
35,casado,seg,70,6,0,nao,0
52,casado,seg,472,3,0,nao,0
43,casado,seg,258,2,0,nao,0
36,solteiro,seg,113,4,0,nao,0
33,solteiro,seg,372,14,0,nao,0
27,solteiro,seg,603,1,0,nao,1
41,solteiro,seg,85,2,0,nao,0
36,casado,seg,76,2,0,nao,0
39,solteiro,seg,399,2,0,nao,0
34,casado,seg,402,2,0,nao,0
55,casado,seg,129,3,0,nao,0
30,casado,seg,535,6,0,nao,0
42,casado,seg,181,3,0,nao,0
58,casado,seg,48,2,0,nao,0
43,casado,seg,114,2,0,nao,0
45,solteiro,seg,87,3,0,nao,0
31,casado,seg,169,4,0,nao,0
30,solteiro,seg,116,4,0,nao,0
31,solteiro,seg,100,2,0,nao,0
30,casado,seg,212,2,0,nao,0
42,casado,seg,304,4,0,nao,0
30,solteiro,seg,114,2,0,nao,0
31,casado,seg,102,2,0,nao,0
46,casado,seg,291,2,0,nao,0
51,divorciado,seg,112,2,0,nao,0
43,casado,seg,207,2,0,nao,0
58,casado,seg,197,2,0,nao,0
56,casado,seg,103,2,0,nao,0
57,casado,seg,45,5,0,nao,0
31,solteiro,seg,125,6,0,nao,0
28,casado,seg,114,2,0,nao,0
38,solteiro,seg,414,2,0,sim,0
35,solteiro,seg,319,4,0,nao,0
26,casado,seg,346,2,0,nao,0
30,solteiro,seg,157,3,0,nao,0
52,casado,seg,160,11,0,nao,0
47,casado,seg,83,3,0,nao,0
51,solteiro,seg,97,3,0,nao,0
36,casado,seg,98,4,0,nao,0
36,casado,seg,133,4,0,nao,0
31,solteiro,seg,451,2,0,nao,0
36,casado,seg,34,3,0,nao,0
34,casado,seg,79,5,0,nao,0
32,casado,seg,109,2,0,nao,0
42,casado,seg,454,3,0,nao,0
32,solteiro,seg,251,3,0,nao,0
51,divorciado,seg,122,5,0,nao,0
37,casado,seg,166,2,0,nao,0
45,casado,seg,816,2,0,nao,1
28,solteiro,seg,87,2,0,nao,0
37,casado,seg,81,6,0,nao,0
43,casado,seg,109,5,0,nao,0
54,divorciado,seg,375,2,0,nao,0
59,casado,seg,51,2,0,nao,0
44,casado,seg,118,4,0,nao,0
33,solteiro,seg,178,5,0,nao,0
35,casado,seg,165,5,0,nao,0
48,casado,seg,155,2,0,nao,0
50,divorciado,seg,173,3,0,nao,0
29,casado,seg,304,4,0,nao,0
39,casado,seg,583,6,0,nao,0
36,casado,seg,138,2,0,nao,0
52,casado,seg,250,2,0,nao,0
52,casado,seg,748,3,0,sim,1
48,casado,seg,14,11,0,nao,0
28,casado,seg,896,3,0,sim,1
35,casado,seg,83,1,0,nao,0
38,casado,seg,543,4,0,nao,0
44,casado,seg,398,7,0,nao,0
34,casado,seg,158,4,0,nao,0
45,casado,seg,365,3,0,nao,0
30,casado,seg,304,3,0,nao,0
38,solteiro,seg,118,6,0,nao,0
33,solteiro,seg,469,2,0,nao,0
31,divorciado,seg,488,3,0,nao,0
32,casado,seg,232,3,0,nao,0
24,casado,seg,764,2,0,sim,1
55,casado,seg,411,3,0,nao,0
28,solteiro,seg,149,7,0,nao,0
37,divorciado,seg,63,3,0,nao,0
33,casado,seg,125,3,0,nao,0
34,casado,seg,207,4,0,nao,0
36,divorciado,seg,84,3,0,nao,0
44,solteiro,seg,29,2,0,nao,0
39,casado,seg,162,4,0,nao,0
31,solteiro,seg,159,2,0,nao,0
36,casado,seg,23,10,0,nao,0
34,casado,seg,147,6,0,nao,0
32,casado,seg,90,5,0,nao,0
35,casado,seg,409,2,0,nao,0
47,solteiro,seg,118,6,0,nao,0
44,casado,seg,175,5,0,nao,0
38,casado,seg,219,4,0,nao,0
37,solteiro,seg,96,5,0,nao,0
57,casado,seg,76,5,0,nao,0
39,casado,seg,66,3,0,nao,0
30,solteiro,seg,113,5,0,nao,0
31,solteiro,seg,232,5,0,nao,0
45,casado,seg,129,3,0,nao,0
37,divorciado,seg,405,4,0,nao,0
29,divorciado,seg,251,11,0,nao,0
42,casado,seg,128,5,0,nao,0
52,casado,seg,253,2,0,nao,0
53,casado,seg,245,3,0,nao,0
31,solteiro,seg,188,7,0,nao,0
32,solteiro,seg,118,2,0,nao,0
47,casado,seg,140,2,0,nao,0
39,casado,seg,102,22,0,nao,0
38,solteiro,seg,763,6,0,nao,1
30,casado,seg,97,4,0,nao,0
32,casado,seg,41,2,0,nao,0
43,casado,seg,329,2,0,nao,0
27,casado,seg,51,5,0,nao,0
59,casado,seg,130,3,0,nao,0
46,casado,seg,241,2,0,nao,0
54,divorciado,seg,308,4,0,nao,0
35,casado,seg,118,2,0,nao,0
33,solteiro,seg,14,16,0,nao,0
37,divorciado,seg,125,4,0,nao,0
41,solteiro,seg,193,5,0,nao,0
44,casado,seg,200,3,0,nao,0
33,casado,seg,349,4,0,nao,0
49,divorciado,seg,282,3,0,nao,0
23,casado,seg,633,1,0,nao,1
49,casado,seg,560,4,0,nao,0
38,casado,ter,114,3,0,nao,0
37,casado,ter,172,7,0,nao,0
39,casado,ter,292,7,0,nao,0
43,casado,ter,269,3,0,nao,0
42,casado,ter,220,6,0,nao,0
55,divorciado,ter,376,3,0,nao,0
44,solteiro,ter,73,6,0,nao,0
40,casado,ter,121,2,0,nao,0
41,casado,ter,59,4,0,nao,0
32,casado,ter,64,3,0,nao,0
57,casado,ter,353,3,0,nao,0
38,casado,ter,322,5,0,nao,0
50,casado,ter,67,3,0,nao,0
41,casado,ter,163,2,0,nao,0
52,divorciado,ter,99,3,0,nao,0
31,casado,ter,27,2,0,nao,0
34,solteiro,ter,119,2,0,nao,0
56,casado,ter,148,4,0,nao,0
51,solteiro,ter,222,4,0,nao,0
40,casado,ter,265,2,0,nao,0
39,casado,ter,214,2,0,nao,0
36,casado,ter,152,2,0,nao,0
28,solteiro,ter,75,2,0,nao,0
32,casado,ter,62,4,0,nao,0
38,solteiro,ter,112,3,0,nao,0
46,casado,ter,220,6,0,nao,0
42,casado,ter,204,3,0,nao,0
37,casado,ter,160,6,0,nao,0
31,casado,ter,233,1,0,nao,0
30,casado,ter,129,1,0,nao,0
41,casado,ter,172,1,0,nao,0
34,casado,ter,578,2,0,nao,0
46,divorciado,ter,183,9,0,nao,0
37,casado,ter,565,2,0,nao,0
24,casado,ter,154,1,0,nao,0
30,casado,ter,125,1,0,nao,0
45,divorciado,ter,1063,5,0,sim,1
36,casado,ter,111,1,0,nao,0
48,casado,ter,231,1,0,nao,0
47,casado,ter,195,1,0,nao,0
39,solteiro,ter,125,3,0,nao,0
36,solteiro,ter,193,5,0,nao,0
38,casado,ter,287,4,0,nao,0
37,solteiro,ter,277,4,0,nao,0
30,solteiro,ter,84,4,0,nao,0
38,casado,ter,47,5,0,nao,0
28,casado,ter,285,1,0,nao,0
37,casado,ter,130,2,0,nao,0
43,casado,ter,24,1,0,nao,0
32,casado,ter,955,1,0,nao,1
35,casado,ter,236,1,0,nao,0
41,casado,ter,336,2,0,nao,0
52,casado,ter,150,1,0,nao,0
31,casado,ter,159,1,0,nao,0
28,casado,ter,180,1,0,nao,0
50,casado,ter,163,2,0,nao,0
35,casado,ter,197,1,0,nao,0
39,casado,ter,218,1,0,nao,0
40,casado,ter,34,3,0,nao,0
34,solteiro,ter,386,11,0,nao,0
27,solteiro,ter,154,1,0,nao,0
33,casado,ter,159,2,0,nao,0
39,casado,ter,157,2,0,nao,0
39,casado,ter,227,3,0,nao,0
43,casado,ter,116,1,0,nao,0
26,casado,ter,205,3,0,nao,0
42,casado,ter,1205,1,0,sim,1
36,casado,ter,133,1,0,nao,0
40,casado,ter,59,1,0,nao,0
50,casado,ter,229,2,0,nao,0
46,solteiro,ter,147,1,0,nao,0
57,casado,ter,147,1,0,nao,0
40,solteiro,ter,179,1,0,nao,0
28,solteiro,ter,185,1,0,nao,0
34,casado,ter,427,1,0,nao,0
51,casado,ter,171,3,0,nao,0
32,solteiro,ter,237,1,0,nao,0
28,casado,ter,228,1,0,nao,0
38,solteiro,ter,269,1,0,nao,0
34,solteiro,ter,156,2,0,nao,0
34,casado,ter,162,1,0,nao,0
31,solteiro,ter,674,1,0,nao,1
35,solteiro,ter,234,1,0,nao,0
41,divorciado,ter,123,1,0,nao,0
29,casado,ter,275,1,0,nao,0
56,divorciado,ter,115,1,0,nao,0
