Country,Life expectancy , BMI 
Greece,79.4,61.8
Greece,79.7,61.2
Greece,79.3,6.5
Greece,79.2,59.9
Greece,79.1,59.2
Greece,79,58.6
Greece,78.7,58
Greece,78.2,57.4
Grenada,73.6,48.4
Grenada,73.5,47.4
Grenada,73.3,46.5
Grenada,73.1,45.6
Grenada,72.9,44.7
Grenada,72.6,43.9
Grenada,72.4,43.1
Grenada,72.1,42.4
Grenada,71.9,41.8
Grenada,71.7,41.1
Grenada,71.5,4.5
Grenada,73,39.9
Grenada,71.1,39.4
Grenada,79,38.8
Grenada,77,38.2
Grenada,74,37.7
Guatemala,71.9,5.6
Guatemala,71.7,49.9
Guatemala,71.4,49.3
Guatemala,71.3,48.6
Guatemala,71.1,47.9
Guatemala,77,47.2
Guatemala,76,46.5
Guatemala,79,45.9
Guatemala,75,45.2
Guatemala,69.7,44.5
Guatemala,69.2,43.8
Guatemala,69.6,43.1
Guatemala,69.4,42.4
Guatemala,69.3,41.7
Guatemala,68.4,41.1
Guatemala,67.7,4.4
Guinea,59,23.3
Guinea,58.1,22.7
Guinea,58.8,22.2
Guinea,58.4,21.7
Guinea,58.1,21.2
Guinea,57.8,2.8
Guinea,57.3,2.3
Guinea,56.8,19.8
Guinea,56.4,19.4
Guinea,55.6,19
Guinea,54.7,18.5
Guinea,54,18.1
Guinea,53.3,17.7
Guinea,52.9,17.3
Guinea,52.5,16.9
Guinea,52.5,16.6
Guinea-Bissau,58.9,26.3
Guinea-Bissau,58.4,25.6
Guinea-Bissau,58.1,25
Guinea-Bissau,57.6,24.3
Guinea-Bissau,57.1,23.7
Guinea-Bissau,56.7,23.1
Guinea-Bissau,56.3,22.5
Guinea-Bissau,55.6,21.9
Guinea-Bissau,55,21.3
Guinea-Bissau,54.4,2.7
Guinea-Bissau,53.9,2.1
Guinea-Bissau,53.5,19.6
Guinea-Bissau,53,19
Guinea-Bissau,52.8,18.5
Guinea-Bissau,52.5,17.9
Guinea-Bissau,52.1,17.4
Guyana,66.2,46.7
Guyana,66,45.9
Guyana,65.9,45
Guyana,65.8,44.1
Guyana,65.6,43.2
Guyana,65.9,42.4
Guyana,66.1,41.6
Guyana,66.3,4.9
Guyana,65.7,4.3
Guyana,65.2,39.6
Guyana,65,39
Guyana,65.1,38.4
Guyana,65.3,37.8
Guyana,65.3,37.1
Guyana,65.4,36.4
Guyana,65.4,35.7
Haiti,63.5,49.9
Haiti,63.1,48.8
Haiti,62.7,47.7
Haiti,62.3,46.5
Haiti,62.3,45.3
Haiti,36.3,44.2
Haiti,62.5,43
Haiti,62.1,41.8
Haiti,61.8,4.7
Haiti,61.1,39.6
Haiti,65,38.5
Haiti,58.7,37.5
Haiti,59.7,36.5
Haiti,59.3,35.6
Haiti,58.9,34.8
Haiti,58.6,34
Honduras,74.6,51
Honduras,74.5,5.2
Honduras,74.3,49.3
Honduras,74.1,48.4
Honduras,73.9,47.6
Honduras,73.6,46.8
Honduras,73.4,45.9
Honduras,73.2,45.1
Honduras,73,44.3
Honduras,72.8,43.5
Honduras,72.5,42.8
Honduras,72.2,42
Honduras,71.9,41.2
Honduras,71.6,4.4
Honduras,71.3,39.6
Honduras,71,38.8
Hungary,75.8,64.8
Hungary,75.6,64.2
Hungary,75.5,63.6
Hungary,75,63
Hungary,74.8,62.4
Hungary,74.5,61.7
Hungary,74.2,61.1
Hungary,74.1,6.5
Hungary,73.5,59.9
Hungary,73.4,59.3
Hungary,72.9,58.8
Hungary,72.9,58.2
Hungary,72.5,57.6
Hungary,72.5,57.1
Hungary,72.3,56.6
Hungary,71.7,56.1
Iceland,82.7,61
Iceland,82.5,6.6
Iceland,82.4,6.2
Iceland,82.5,59.7
Iceland,82.1,59.3
Iceland,81.8,58.9
Iceland,81.6,58.5
Iceland,81.4,58.1
Iceland,81.3,57.8
Iceland,81.1,57.4
Iceland,81,56.9
Iceland,88,56.5
Iceland,87,55.9
Iceland,84,55.4
Iceland,80,54.8
Iceland,79.7,54.2
India,68.3,18.7
India,68,18.1
India,67.6,17.5
India,67.3,17
India,66.8,16.4
India,66.4,15.9
India,66,15.4
India,65.5,14.9
India,65.2,14.4
India,64.8,13.9
India,64.4,13.5
India,64,13
India,63.7,12.6
India,63.3,12.2
India,62.9,11.8
India,62.5,11.4
Indonesia,69.1,27.4
Indonesia,68.9,26.5
Indonesia,68.7,25.6
Indonesia,68.5,24.7
Indonesia,68.3,23.8
Indonesia,68.1,22.9
Indonesia,67.9,22.1
Indonesia,67.7,21.3
Indonesia,67.5,2.5
Indonesia,67.3,19.7
Indonesia,67.2,19
Indonesia,65.3,18.2
Indonesia,66.9,17.5
Indonesia,66.7,16.7
Indonesia,66.5,16
Indonesia,66.3,15.4
Iran (Islamic Republic of),75.5,59.7
Iran (Islamic Republic of),75.4,58.5
Iran (Islamic Republic of),75.3,57.2
Iran (Islamic Republic of),75.1,56
Iran (Islamic Republic of),74.7,54.8
Iran (Islamic Republic of),74.1,53.6
Iran (Islamic Republic of),73.3,52.5
Iran (Islamic Republic of),72.7,51.4
Iran (Islamic Republic of),72.4,5.4
Iran (Islamic Republic of),72.2,49.4
Iran (Islamic Republic of),72,48.5
Iran (Islamic Republic of),71.8,47.6
Iran (Islamic Republic of),75,46.9
Iran (Islamic Republic of),71.2,46.2
Iran (Islamic Republic of),78,45.5
Iran (Islamic Republic of),73,44.9
Iraq,68.9,59.1
Iraq,67.9,58.5
Iraq,69.5,57.8
Iraq,76,57.2
Iraq,77,56.5
Iraq,76,55.8
Iraq,74,55.2
Iraq,69.3,54.5
Iraq,65.9,53.8
Iraq,64.7,53.2
Iraq,66.8,52.5
Iraq,67.2,51.9
Iraq,66.5,51.3
Iraq,74,5.6
Iraq,72,5.1
Iraq,70,49.5
Ireland,81.4,62.8
Ireland,81.2,62.1
Ireland,81,61.3
Ireland,85,6.5
Ireland,84,59.7
Ireland,86,58.9
Ireland,79.7,58.2
Ireland,79.8,57.4
Ireland,79.5,56.6
Ireland,79,55.8
Ireland,78.7,55.1
Ireland,78.3,54.4
Ireland,78,53.6
Ireland,77.4,52.9
Ireland,77,52.2
Ireland,76.4,51.5
Israel,82.5,64.9
Israel,82.2,64.6
Israel,82.1,64.2
Israel,81.8,63.8
Israel,81.8,63.4
Israel,81.7,63
Israel,81.5,62.6
Israel,81,62.1
Israel,84,61.6
Israel,84,61.1
Israel,80,6.6
Israel,81,6.1
Israel,79.7,59.6
Israel,79.3,59.2
Israel,79.3,58.7
Israel,78.9,58.3
Italy,82.7,63.6
Italy,82.5,63.1
Italy,82.3,62.6
Italy,82,62.1
Italy,82,61.5
Italy,81.8,61
Italy,81.6,6.5
Italy,81.5,59.9
Italy,81.3,59.4
Italy,81.2,58.8
Italy,88,58.2
Italy,89,57.6
Italy,79.9,57
Italy,80,56.4
Italy,79.8,55.7
Italy,79.4,55
Jamaica,76.2,54.2
Jamaica,75.8,53.5
Jamaica,75.6,52.7
Jamaica,75.3,52
Jamaica,75.2,51.2
Jamaica,75,5.5
Jamaica,74.7,49.7
Jamaica,74.5,48.9
Jamaica,74.2,48.1
Jamaica,74,47.2
Jamaica,73.5,46.3
Jamaica,73.3,45.4
Jamaica,73.1,44.5
Jamaica,73,43.5
Jamaica,72.7,42.5
Jamaica,72.6,41.6
Japan,83.7,29
Japan,83.5,28.6
Japan,83.5,28.2
Japan,83.3,27.8
Japan,82.5,27.4
Japan,83,26.9
Japan,83,26.4
Japan,82.7,25.9
Japan,82.6,25.4
Japan,82.4,24.9
Japan,82,24.4
Japan,82.1,23.8
Japan,81.9,23.4
Japan,81.8,22.9
Japan,81.5,22.5
Japan,81.1,22.2
Jordan,74.1,65.6
Jordan,74,64.8
Jordan,73.9,64
Jordan,73.7,63.2
Jordan,73.6,62.4
Jordan,73.4,61.7
Jordan,73.3,6.9
Jordan,73.1,6.1
Jordan,73,59.3
Jordan,72.8,58.6
Jordan,72.4,57.8
Jordan,72.5,57
Jordan,72.3,56.3
Jordan,72.1,55.5
Jordan,71.9,54.8
Jordan,71.7,54
Kazakhstan,72,53.1
Kazakhstan,69.9,52.3
Kazakhstan,69.5,51.4
Kazakhstan,69.1,5.6
Kazakhstan,68.5,49.9
Kazakhstan,67.8,49.2
Kazakhstan,67.8,48.5
Kazakhstan,66.6,47.9
Kazakhstan,65.3,47.3
Kazakhstan,65,46.8
Kazakhstan,64.6,46.3
Kazakhstan,64.7,45.8
Kazakhstan,64.4,45.3
Kazakhstan,64.7,44.8
Kazakhstan,64.4,44.4
Kazakhstan,63.9,43.9
Kenya,63.4,22
Kenya,62.9,21.3
Kenya,62.6,2.7
Kenya,62.1,2.1
Kenya,61.2,19.5
Kenya,63,18.9
Kenya,59.1,18.4
Kenya,57.9,17.9
Kenya,56.8,17.3
Kenya,55.3,16.9
Kenya,54.1,16.4
Kenya,53,15.9
Kenya,52.4,15.5
Kenya,52.1,15.1
Kenya,51.9,14.7
Kenya,51.9,14.4
Kiribati,66.3,77.6
Kiribati,66.1,77.1
Kiribati,65.8,76.7
Kiribati,65.7,76.2
Kiribati,65.5,75.7
Kiribati,65.3,75.2
Kiribati,65.2,74.6
Kiribati,65.1,74.1
Kiribati,65,73.4
Kiribati,65,72.8
Kiribati,64.9,72.1
Kiribati,64.8,71.4
Kiribati,64.7,7.6
Kiribati,64.6,69.7
Kiribati,64.3,68.8
Kiribati,64.1,67.9
Kuwait,74.7,71.4
Kuwait,74.6,7.8
Kuwait,74.5,7.2
Kuwait,74.3,69.5
Kuwait,74.2,69
Kuwait,74,68.4
Kuwait,73.9,67.9
Kuwait,73.8,67.5
Kuwait,73.7,67.1
Kuwait,73.6,66.7
Kuwait,73.6,66.3
Kuwait,73.5,65.9
Kuwait,73.4,65.5
Kuwait,73.3,65
Kuwait,73.2,64.5
Kuwait,73.2,64
Kyrgyzstan,71.1,44.9
Kyrgyzstan,78,43.9
Kyrgyzstan,77,43
Kyrgyzstan,69.9,42.2
Kyrgyzstan,69.4,41.4
Kyrgyzstan,68.8,4.7
Kyrgyzstan,68.5,4.1
Kyrgyzstan,67.6,39.5
Kyrgyzstan,67.2,39
Kyrgyzstan,66.7,38.5
Kyrgyzstan,66.9,38
Kyrgyzstan,67.1,37.5
Kyrgyzstan,66.6,37
Kyrgyzstan,66.7,36.5
Kyrgyzstan,67.2,36
Kyrgyzstan,66.6,35.6
Lao People's Democratic Republic,65.7,21.7
Lao People's Democratic Republic,65.3,2.9
Lao People's Democratic Republic,64.9,2.1
Lao People's Democratic Republic,64.4,19.4
Lao People's Democratic Republic,64,18.7
Lao People's Democratic Republic,63.6,18
Lao People's Democratic Republic,63.1,17.3
Lao People's Democratic Republic,62.6,16.7
Lao People's Democratic Republic,62.1,16.1
Lao People's Democratic Republic,61.5,15.5
Lao People's Democratic Republic,61,14.9
Lao People's Democratic Republic,64,14.4
Lao People's Democratic Republic,59.8,13.8
Lao People's Democratic Republic,59.3,13.3
Lao People's Democratic Republic,58.7,12.7
Lao People's Democratic Republic,58.1,12.3
Latvia,74.6,61.2
Latvia,74.4,6.7
Latvia,74.1,6.2
Latvia,73.8,59.8
Latvia,73.6,59.4
Latvia,72.8,58.9
Latvia,72.6,58.5
Latvia,71.9,58.1
Latvia,78,57.7
Latvia,75,57.4
Latvia,76,57
Latvia,71,56.6
Latvia,78,56.3
Latvia,73,56
Latvia,69.9,55.7
Latvia,71,55.4
Lebanon,74.9,66.1
Lebanon,74.8,65.4
Lebanon,74.9,64.9
Lebanon,75,64.4
Lebanon,75,64
Lebanon,74.9,63.5
Lebanon,74.7,63
Lebanon,74.5,62.5
Lebanon,74.4,61.9
Lebanon,74.1,61.4
Lebanon,73.9,6.8
Lebanon,73.7,6.2
Lebanon,73.5,59.7
Lebanon,73.2,59.1
Lebanon,73,58.6
Lebanon,72.7,57.9
Lesotho,53.7,32.6
Lesotho,52.1,32
Lesotho,52.1,31.4
Lesotho,52.2,3.8
Lesotho,52.3,3.2
Lesotho,51.1,29.7
Lesotho,49.4,29.2
Lesotho,47.8,28.8
Lesotho,46.2,28.3
Lesotho,45.3,27.9
Lesotho,44.5,27.4
Lesotho,44.8,26.9
Lesotho,45.5,26.4
Lesotho,46.4,25.9
Lesotho,47.8,25.4
Lesotho,49.3,24.9
Liberia,61.4,27.3
Liberia,58.1,26.7
Liberia,61.1,26.1
Liberia,67,25.6
Liberia,62,25
Liberia,59.7,24.5
Liberia,59.2,24
Liberia,58.6,23.4
Liberia,57.9,22.9
Liberia,56.7,22.4
Liberia,55.3,22
Liberia,54,21.5
Liberia,50,21.1
Liberia,56,2.7
Liberia,51.5,2.4
Liberia,51.9,2.2
Libya,72.7,64.8
Libya,72.4,63.8
Libya,72.9,62.8
Libya,72.9,61.8
Libya,71.3,6.9
Libya,72.8,59.9
Libya,72.7,59
Libya,72.6,58.2
Libya,72.5,57.4
Libya,72.2,56.7
Libya,71.9,56
Libya,71.5,55.3
Libya,71.3,54.6
Libya,71.1,54
Libya,71,53.4
Libya,78,52.8
Lithuania,73.6,62.4
Lithuania,73.4,61.9
Lithuania,73,61.4
Lithuania,73,6.9
Lithuania,72.8,6.5
Lithuania,72.4,6
Lithuania,72.2,59.7
Lithuania,71.1,59.3
Lithuania,72,59
Lithuania,76,58.7
Lithuania,78,58.4
Lithuania,71.6,58.1
Lithuania,71.6,57.8
Lithuania,71.4,57.5
Lithuania,71.2,57.2
Lithuania,71.6,56.9
Luxembourg,82,61.3
Luxembourg,81.7,6.9
Luxembourg,81.4,6.5
Luxembourg,81.1,6.1
Luxembourg,88,59.6
Luxembourg,86,59.2
Luxembourg,83,58.8
Luxembourg,80,58.4
Luxembourg,79.7,57.9
Luxembourg,79.4,57.5
Luxembourg,78.8,57
Luxembourg,78.7,56.4
Luxembourg,78.6,55.8
Luxembourg,78.3,55.2
Luxembourg,78,54.6
Luxembourg,77.8,54
Madagascar,65.5,2.5
Madagascar,65.1,2
Madagascar,64.7,19.5
Madagascar,64.3,19
Madagascar,63.8,18.5
Madagascar,63.3,18
Madagascar,62.8,17.6
Madagascar,62.3,17.1
Madagascar,61.9,16.7
Madagascar,61.4,16.3
Madagascar,69,15.8
Madagascar,64,15.4
Madagascar,59.9,15
Madagascar,59.3,14.7
Madagascar,58.7,14.3
Madagascar,57.9,13.9
Malawi,58.3,19.6
Malawi,57.6,19.2
Malawi,56.7,18.8
Malawi,55.3,18.4
Malawi,54.1,18
Malawi,52.9,17.6
Malawi,51.5,17.3
Malawi,50,16.9
Malawi,48.5,16.6
Malawi,47.1,16.2
Malawi,46,15.9
Malawi,45.1,15.5
Malawi,44.6,15.2
Malawi,44,14.8
Malawi,43.5,14.4
Malawi,43.1,14.1
Malaysia,75,4.6
Malaysia,74.8,39.5
Malaysia,74.6,38.5
Malaysia,74.5,37.4
Malaysia,74.3,36.3
Malaysia,74.1,35.3
Malaysia,74,34.4
Malaysia,73.8,33.4
Malaysia,73.7,32.5
Malaysia,73.6,31.6
Malaysia,73.4,3.7
Malaysia,73.2,29.8
Malaysia,73.1,28.8
Malaysia,72.9,27.9
Malaysia,72.7,27
Malaysia,72.4,26
Maldives,78.5,27.4
Maldives,78.2,26.2
Maldives,77.9,25.1
Maldives,77.6,24.1
Maldives,77.3,23.1
Maldives,76.7,22.1
Maldives,76.3,21.2
Maldives,75.9,2.3
Maldives,75.4,19.5
Maldives,75,18.7
Maldives,74.3,18
Maldives,73.4,17.3
Maldives,72.7,16.7
Maldives,71.8,16.2
Maldives,78,15.6
Maldives,69.6,15.2
Mali,58.2,23.8
Mali,57.8,23.2
Mali,57.3,22.5
Mali,57.2,21.9
Mali,56.8,21.3
Mali,56.5,2.7
Mali,56,2.2
Mali,55.5,19.6
Mali,55,19
Mali,54.3,18.5
Mali,53.6,18
Mali,52.8,17.5
Mali,52,17
Mali,51.2,16.5
Mali,55,16.1
Mali,49.8,15.6
Malta,81.7,69.6
Malta,81.4,69.2
Malta,81.1,68.8
Malta,81,68.4
Malta,87,68
Malta,83,67.6
Malta,82,67.1
Malta,80,66.6
Malta,79.6,66.1
Malta,79.3,65.6
Malta,79,65
Malta,78.7,64.5
Malta,78.5,63.9
Malta,78.2,63.4
Malta,77.8,62.8
Malta,77.5,62.3
Marshall Islands,,81.6
Mauritania,63.1,3.8
Mauritania,63,3.1
Mauritania,62.7,29.4
Mauritania,62.5,28.8
Mauritania,62.2,28.1
Mauritania,62,27.4
Mauritania,61.7,26.8
Mauritania,61.4,26.1
Mauritania,61.2,25.5
Mauritania,69,24.8
Mauritania,66,24.2
Mauritania,64,23.6
Mauritania,63,22.9
Mauritania,62,22.3
Mauritania,61,21.7
Mauritania,60,21.1
Mauritius,74.6,33.3
Mauritius,74.2,32.8
Mauritius,74.1,32.3
Mauritius,73.9,31.8
Mauritius,73.6,31.3
Mauritius,73.3,3.7
Mauritius,72.8,3.2
Mauritius,72.7,29.7
Mauritius,72.9,29.1
Mauritius,71.8,28.6
Mauritius,72.1,28
Mauritius,71.9,27.5
Mauritius,71.5,26.9
Mauritius,71.5,26.4
Mauritius,71.5,25.8
Mauritius,71,25.3
Mexico,76.7,63.5
Mexico,76.6,62.8
Mexico,76.6,62.1
Mexico,76.3,61.5
Mexico,76.1,6.8
Mexico,75.6,6.1
Mexico,75.7,59.4
Mexico,75.6,58.7
Mexico,76,57.9
Mexico,75.8,57.2
Mexico,75.3,56.4
Mexico,75.4,55.7
Mexico,75,54.9
Mexico,75,54.1
Mexico,75,53.2
Mexico,74.8,52.4
Micronesia (Federated States of),69.4,69.4
Micronesia (Federated States of),69.4,68.7
Micronesia (Federated States of),69.2,68.1
Micronesia (Federated States of),69,67.5
Micronesia (Federated States of),68.9,67
Micronesia (Federated States of),68.7,66.4
Micronesia (Federated States of),68.5,65.8
Micronesia (Federated States of),68.4,65.2
Micronesia (Federated States of),68.2,64.7
Micronesia (Federated States of),68,64.1
Micronesia (Federated States of),67.9,63.6
Micronesia (Federated States of),67.7,63.2
Micronesia (Federated States of),67.5,62.8
Micronesia (Federated States of),66.2,62.4
Micronesia (Federated States of),67.2,62
Micronesia (Federated States of),67,61.5
Monaco,,
Mongolia,68.8,52.7
Mongolia,68.4,51.5
Mongolia,68.1,5.4
Mongolia,67.8,49.2
Mongolia,67.3,48
Mongolia,66.3,46.9
Mongolia,66.9,45.9
Mongolia,67.4,44.9
Mongolia,65.9,43.9
Mongolia,65,43
Mongolia,64.5,42.1
Mongolia,64,41.3
Mongolia,64,4.5
Mongolia,63.8,39.8
Mongolia,63.2,39.1
Mongolia,62.8,38.5
Montenegro,76.1,61.8
Montenegro,75.9,61.3
Montenegro,75.8,6.7
Montenegro,75.6,6.2
Montenegro,75.4,59.7
Montenegro,75.3,59.1
Montenegro,75,58.5
Montenegro,74.6,57.8
Montenegro,74.2,57.2
Montenegro,73.8,56.5
Montenegro,73.6,55.7
Montenegro,73.5,55
Montenegro,73.5,54.2
Montenegro,73.4,53.5
Montenegro,73.3,52.7
Montenegro,73,51.9
Morocco,74.3,58.5
Morocco,74.1,57.5
Morocco,73.9,56.5
Morocco,73.6,55.5
Morocco,73.3,54.6
Morocco,72.8,53.6
Morocco,72.3,52.7
Morocco,71.8,51.7
Morocco,71.4,5.8
Morocco,71,49.9
Morocco,77,49.1
Morocco,72,48.2
Morocco,69.9,47.3
Morocco,69.5,46.5
Morocco,69,45.7
Morocco,68.6,44.8
Mozambique,57.6,22.6
Mozambique,56.7,22.2
Mozambique,55.3,21.8
Mozambique,54.8,21.3
Mozambique,54.3,2.9
Mozambique,54,2.5
Mozambique,53.8,2.1
Mozambique,53.2,19.7
Mozambique,52.1,19.3
Mozambique,51.2,18.9
Mozambique,58,18.5
Mozambique,54,18.1
Mozambique,51,17.7
Mozambique,49.8,17.3
Mozambique,49.5,16.9
Mozambique,49,16.5
Myanmar,66.6,23.8
Myanmar,66.4,22.9
Myanmar,66.2,22.1
Myanmar,65.9,21.3
Myanmar,65.6,2.5
Myanmar,65.4,19.8
Myanmar,65.2,19.1
Myanmar,59.2,18.3
Myanmar,64.5,17.6
Myanmar,64.2,17
Myanmar,63.9,16.4
Myanmar,63.5,15.7
Myanmar,63.2,15.2
Myanmar,62.8,14.6
Myanmar,62.5,14.1
Myanmar,62.1,13.6
Namibia,65.8,35.7
Namibia,65.9,34.9
Namibia,66.1,34.1
Namibia,65.8,33.3
Namibia,64.3,32.5
Namibia,63,31.8
Namibia,62.4,31
Namibia,61.7,3.2
Namibia,60,29.4
Namibia,57,28.7
Namibia,55.1,27.9
Namibia,54.7,27.2
Namibia,55,26.5
Namibia,55.7,25.8
Namibia,56.5,25.1
Namibia,57.4,24.5
Nauru,,87.3
Nepal,69.2,19.1
Nepal,69.6,18.5
Nepal,69.3,18
Nepal,68.9,17.4
Nepal,68.4,16.9
Nepal,68,16.4
Nepal,67.5,15.9
Nepal,67,15.4
Nepal,66.6,14.9
Nepal,66,14.4
Nepal,65.4,13.9
Nepal,64.7,13.4
Nepal,64.3,12.9
Nepal,63.1,12.4
Nepal,63.2,11.9
Nepal,62.5,11.4
Netherlands,81.9,62.1
Netherlands,81.7,61.6
Netherlands,81.4,61
Netherlands,81.1,6.5
Netherlands,81.1,59.9
Netherlands,88,59.3
Netherlands,86,58.6
Netherlands,83,57.9
Netherlands,82,57.3
Netherlands,79.8,56.5
Netherlands,79.4,55.8
Netherlands,79.2,55
Netherlands,78.7,54.2
Netherlands,78.4,53.4
Netherlands,78.3,52.6
Netherlands,78.1,51.8
New Zealand,81.6,67.5
New Zealand,81.5,66.9
New Zealand,81.3,66.4
New Zealand,81.1,65.9
New Zealand,86,65.3
New Zealand,89,64.8
New Zealand,85,64.3
New Zealand,81,63.8
New Zealand,81,63.2
New Zealand,79.9,62.6
New Zealand,79.9,62.1
New Zealand,79.2,61.5
New Zealand,79.1,6.9
New Zealand,78.7,6.3
New Zealand,78.5,59.6
New Zealand,78.6,58.9
Nicaragua,74.8,54
Nicaragua,74.5,53.2
Nicaragua,73.9,52.4
Nicaragua,73.9,51.7
Nicaragua,74.5,5.9
Nicaragua,73.2,5.2
Nicaragua,73.2,49.4
Nicaragua,72.5,48.6
Nicaragua,72.5,47.9
Nicaragua,73,47.1
Nicaragua,71.2,46.4
Nicaragua,71,45.7
Nicaragua,76,44.9
Nicaragua,75,44.2
Nicaragua,73,43.5
Nicaragua,73,42.8
Niger,61.8,19.3
Niger,61.4,18.9
Niger,69,18.5
Niger,63,18.1
Niger,59.4,17.7
Niger,58.2,17.3
Niger,57.1,16.9
Niger,56,16.5
Niger,55.2,16.1
Niger,54.5,15.7
Niger,53.7,15.4
Niger,52.9,15
Niger,52.1,14.6
Niger,51.4,14.3
Niger,56,13.9
Niger,50,13.6
Nigeria,54.5,25.4
Nigeria,53.6,24.7
Nigeria,53.2,24.1
Nigeria,52.7,23.5
Nigeria,52.3,22.8
Nigeria,52,22.2
Nigeria,51.6,21.6
Nigeria,59,21
Nigeria,55,2.4
Nigeria,49.8,19.9
Nigeria,49.2,19.3
Nigeria,48.5,18.8
Nigeria,48.1,18.3
Nigeria,47.7,17.8
Nigeria,47.4,17.3
Nigeria,47.1,16.9
Niue,,77.3
Norway,81.8,61.2
Norway,81.6,6.8
Norway,81.5,6.3
Norway,81.3,59.8
Norway,81.1,59.4
Norway,81,58.9
Norway,89,58.5
Norway,86,58
Norway,85,57.5
Norway,84,57
Norway,81,56.5
Norway,79.8,55.9
Norway,79.4,55.3
Norway,78.9,54.6
Norway,78.8,54
Norway,78.5,53.3
Oman,76.6,54.6
Oman,76.4,53.5
Oman,76.2,52.8
Oman,76,52.3
Oman,75.8,52
Oman,75.6,51.8
Oman,75.4,51.5
Oman,75.2,51.1
Oman,74.9,5.6
Oman,74.7,5.1
Oman,74.3,49.5
Oman,74,48.9
Oman,73.6,48.1
Oman,73.3,47.3
Oman,72.9,46.5
Oman,72.6,45.9
Pakistan,66.4,25.4
Pakistan,66.2,24.7
Pakistan,66,23.9
Pakistan,65.7,23.2
Pakistan,65.5,22.5
Pakistan,65.1,21.9
Pakistan,64.8,21.3
Pakistan,64.6,2.6
Pakistan,64.4,2.1
Pakistan,64.2,19.5
Pakistan,62.9,18.9
Pakistan,63.7,18.4
Pakistan,63.5,17.9
Pakistan,63.2,17.4
Pakistan,63,16.9
Pakistan,62.8,16.4
Palau,,83.3
Panama,77.8,57.8
Panama,77.6,57.1
Panama,77.5,56.3
Panama,77.2,55.6
Panama,77.3,54.9
Panama,76.5,54.2
Panama,76.8,53.4
Panama,76.5,52.7
Panama,76.4,51.9
Panama,76.2,51.1
Panama,75.8,5.3
Panama,75.8,49.5
Panama,75.5,48.6
Panama,75.7,47.8
Panama,75.5,46.9
Panama,75.7,45.9
Papua New Guinea,62.9,48.6
Papua New Guinea,62.7,47.9
Papua New Guinea,62.4,47.2
Papua New Guinea,62.2,46.4
Papua New Guinea,62,45.7
Papua New Guinea,61.8,44.9
Papua New Guinea,61.6,44.2
Papua New Guinea,61.4,43.4
Papua New Guinea,61.1,42.7
Papua New Guinea,68,41.9
Papua New Guinea,64,41.1
Papua New Guinea,59.9,4.4
Papua New Guinea,59.6,39.6
Papua New Guinea,59.3,38.9
Papua New Guinea,59.1,38.2
Papua New Guinea,58.9,37.5
Paraguay,74,5.2
Paraguay,73.9,49.4
Paraguay,73.8,48.6
Paraguay,73.6,47.9
Paraguay,73.4,47.1
Paraguay,73.2,46.4
Paraguay,73,45.6
Paraguay,72.7,44.9
Paraguay,72.5,44.2
Paraguay,72.3,43.5
Paraguay,72.1,42.8
Paraguay,71.9,42
Paraguay,71.7,41.3
Paraguay,71.5,4.6
Paraguay,71.2,39.8
Paraguay,79,39.1
Peru,75.5,55.6
Peru,75.3,54.9
Peru,75.3,54.2
Peru,74.9,53.6
Peru,74.5,52.9
Peru,73.7,52.2
Peru,73.8,51.5
Peru,73.9,5.8
Peru,74,5.2
Peru,74.2,49.5
Peru,72.8,48.8
Peru,72.2,48.1
Peru,72.1,47.4
Peru,72.6,46.7
Peru,72.4,46.1
Peru,71.4,45.4
Philippines,68.5,25.4
Philippines,68.4,24.8
Philippines,68.1,24.3
Philippines,68.1,23.7
Philippines,68,23.1
Philippines,67.9,22.6
Philippines,68,22.1
Philippines,67.5,21.6
Philippines,67.5,21.1
Philippines,67.3,2.6
Philippines,67,2.1
Philippines,67.3,19.6
Philippines,67.2,19.2
Philippines,66.8,18.7
Philippines,66.8,18.3
Philippines,66.8,17.8
Poland,77.5,61.7
Poland,77.3,61.1
Poland,77.1,6.4
Poland,76.8,59.7
Poland,76.7,59.1
Poland,76.3,58.4
Poland,75.7,57.8
Poland,75.5,57.2
Poland,75.3,56.6
Poland,75.2,56
Poland,75,55.5
Poland,74.9,55
Poland,74.7,54.5
Poland,74.5,54
Poland,74.2,53.6
Poland,73.7,53.1
Portugal,81.1,61.6
Portugal,89,6.9
Portugal,86,6.2
Portugal,83,59.5
Portugal,82,58.8
Portugal,79.6,58.1
Portugal,79.3,57.3
Portugal,79,56.5
Portugal,78.7,55.7
Portugal,78.5,54.9
Portugal,77.7,54.1
Portugal,78,53.3
Portugal,77.3,52.5
Portugal,77.2,51.7
Portugal,76.9,5.9
Portugal,76.6,5.1
Qatar,78.2,69.3
Qatar,78.1,68.4
Qatar,77.9,67.7
Qatar,77.8,67
Qatar,77.5,66.5
Qatar,77.3,66
Qatar,77,65.6
Qatar,76.8,65.2
Qatar,76.7,65.1
Qatar,76.6,65
Qatar,76.6,65.1
Qatar,76.6,65
Qatar,76.5,64.7
Qatar,76.4,64.1
Qatar,76.3,63.3
Qatar,76.2,62.4
Republic of Korea,82.3,31.7
Republic of Korea,82,31.2
Republic of Korea,81.7,3.8
Republic of Korea,81.2,3.4
Republic of Korea,81.1,3
Republic of Korea,87,29.5
Republic of Korea,86,29.1
Republic of Korea,83,28.6
